iteration,gradient_boosting_train_top1,gradient_boosting_train_logLoss,gradient_boosting_validation_top1,gradient_boosting_validation_logLoss,gradient_boosting_hard_validation_top1,gradient_boosting_hard_validation_logLoss,gradient_boosting_test_top1,gradient_boosting_test_logLoss,ensemble_train_top1,ensemble_train_logLoss,ensemble_validation_top1,ensemble_validation_logLoss,ensemble_hard_validation_top1,ensemble_hard_validation_logLoss,ensemble_test_top1,ensemble_test_logLoss
30,0.993875,0.14915034358482165,0.979,0.2234371064892709,0.9636363636363636,0.30635839147121774,0.971,0.22658082182309242,0.996,0.12012857034271765,0.985,0.1759626718556606,0.9745454545454545,0.24230798424431219,0.979,0.17442764403512967
31,0.994125,0.1386371477006201,0.98,0.2118829691247808,0.9654545454545455,0.29319896170171755,0.972,0.21596687430050537,0.9965,0.1122980664037461,0.986,0.16754421003057163,0.9745454545454545,0.2328396576690909,0.979,0.16658281994081628
32,0.99425,0.12874721432901232,0.979,0.20110234468553576,0.9636363636363636,0.28096151395008856,0.971,0.20553337614895004,0.99625,0.10488970173663201,0.986,0.159624495139576,0.9745454545454545,0.2239271016405291,0.979,0.15889280036799142
33,0.994625,0.12008607626480425,0.979,0.1918571809744679,0.9636363636363636,0.2705426289620053,0.972,0.19626544080758304,0.9965,0.09836868102141887,0.986,0.15279877855063165,0.9745454545454545,0.21630617673044983,0.979,0.15210243922463332
34,0.9945,0.11165851477774968,0.979,0.1824975545732556,0.9636363636363636,0.25963448087405017,0.973,0.18731314648461184,0.997125,0.0920511654987806,0.986,0.14600624815011848,0.9745454545454545,0.20855459346271168,0.979,0.1454868743543981
35,0.995125,0.10425896891394357,0.981,0.1743379212164654,0.9672727272727273,0.2501356444319458,0.973,0.17958171705529744,0.997125,0.08650501795674588,0.987,0.14006142612913336,0.9763636363636363,0.20174002190569143,0.98,0.1398096905881835
36,0.995375,0.09740395691030243,0.981,0.16640799500921147,0.9672727272727273,0.24063586092014833,0.974,0.17218269789832774,0.99725,0.08134502743092335,0.987,0.13427516512949667,0.9763636363636363,0.19491299240843699,0.98,0.13430022387997137
37,0.99575,0.0910416042518149,0.981,0.1591166140043396,0.9672727272727273,0.2316441530418326,0.973,0.16604594393584388,0.99725,0.07654785151994009,0.987,0.12896646931780223,0.9763636363636363,0.18850278782197502,0.98,0.12965134815054835
38,0.99575,0.08521677266826613,0.981,0.15199101126545955,0.9672727272727273,0.22305151255025782,0.974,0.1595441139427456,0.997375,0.0721310460558407,0.987,0.1237224625211458,0.9763636363636363,0.18226254054162438,0.981,0.1249924890346884
39,0.995875,0.07971890018834868,0.981,0.14578927180209855,0.9672727272727273,0.21565322098723422,0.975,0.15377813006279878,0.997375,0.06796536100546983,0.987,0.11919934319693798,0.9763636363636363,0.1769939775824457,0.981,0.12083159238426427
40,0.996125,0.07475031299166628,0.981,0.14011774769077448,0.9672727272727273,0.2090770155978976,0.975,0.148320644085792,0.9975,0.06417360415468956,0.987,0.11506559178294541,0.9763636363636363,0.17227804425037524,0.981,0.11672397817765455
41,0.99625,0.07013114328494728,0.981,0.13469690144340424,0.9672727272727273,0.2023716833742556,0.974,0.14330387357016042,0.9975,0.06070116208196455,0.987,0.11101729783507781,0.9763636363636363,0.16733615812610922,0.98,0.11320048459143378
42,0.996375,0.06593851060628131,0.982,0.12968986459597626,0.9672727272727273,0.19637639962208583,0.975,0.13826742757255803,0.9975,0.057488037366509974,0.987,0.10736444806016704,0.9763636363636363,0.16305352834453107,0.98,0.10957293486454728
43,0.996875,0.061923535917293056,0.983,0.12475948925447576,0.9690909090909091,0.19030352631661737,0.975,0.13399401153725038,0.997875,0.05445897454120348,0.987,0.10373541560082974,0.9763636363636363,0.15864331043009233,0.98,0.1063671684460156
44,0.996875,0.058080405090163184,0.983,0.12020339515890612,0.9690909090909091,0.18465343329319245,0.975,0.1297402954464562,0.997875,0.051552691696232535,0.987,0.10029816677175177,0.9763636363636363,0.15440112339271556,0.98,0.10317487220997398
45,0.997125,0.05479379450557031,0.983,0.11594550905822716,0.9690909090909091,0.17921507336354678,0.975,0.12601249508168366,0.997875,0.04904884856978703,0.986,0.09709687808857699,0.9745454545454545,0.1503487225675355,0.98,0.10050132497015232
46,0.99725,0.05160649360026377,0.983,0.11182998621261182,0.9690909090909091,0.17382167409943097,0.976,0.12210298684715212,0.997875,0.04661636872359074,0.986,0.09401310509855408,0.9745454545454545,0.14634835170674323,0.98,0.09763352578601617
47,0.997125,0.04864144006285271,0.983,0.10847177377966302,0.9690909090909091,0.1697609037325167,0.976,0.11848538159373997,0.99775,0.044364357085468833,0.986,0.09146730551788788,0.9745454545454545,0.14328816250477516,0.98,0.09510063069098493
48,0.99725,0.04596344458195997,0.983,0.10517321494216109,0.9690909090909091,0.16543679801530137,0.976,0.11562698300526766,0.998,0.04232751198094317,0.986,0.08903621156231104,0.9745454545454545,0.1401692701402027,0.98,0.09303167039046954
49,0.997375,0.0434061074498821,0.983,0.10207037880253175,0.9690909090909091,0.16146258243052647,0.976,0.11248639123998382,0.998,0.040356173481627365,0.987,0.08672136597263984,0.9763636363636363,0.1372482599630466,0.98,0.09074319047033068
50,0.997625,0.04101523886921296,0.983,0.09899804240685683,0.9690909090909091,0.157403302882569,0.976,0.10983813223889576,0.997875,0.038528962883439134,0.987,0.0845267915318655,0.9763636363636363,0.13442977204225773,0.98,0.08881343336666142
51,0.997625,0.038721802326838604,0.983,0.09608317781953826,0.9690909090909091,0.15364259204019948,0.976,0.10730660537632437,0.997875,0.03678221044946045,0.987,0.08228601646950297,0.9763636363636363,0.1315405287509293,0.98,0.08691532324025825
52,0.997625,0.03675135294592877,0.983,0.09333232919611546,0.9690909090909091,0.15000204027491654,0.976,0.10484191868953362,0.998125,0.03527671450022981,0.987,0.08031826513943129,0.9763636363636363,0.12901144906848622,0.98,0.08506912111289515
53,0.99775,0.0348484793366024,0.983,0.09114244521445534,0.9690909090909091,0.14724501180705413,0.976,0.10237910648583883,0.998125,0.03380729322335851,0.987,0.07870860822055956,0.9763636363636363,0.1270284152429635,0.981,0.08329157120528806
54,0.99775,0.033052113546558175,0.983,0.08857009921931355,0.9690909090909091,0.14376066750893418,0.976,0.09991535677944671,0.99825,0.03240894070813835,0.987,0.07687691325086451,0.9763636363636363,0.12462062834985092,0.981,0.0815658142252669
55,0.99775,0.03143351982933759,0.984,0.08672242851386305,0.9709090909090909,0.14139902481801264,0.976,0.0980010722448914,0.998375,0.031157539972961477,0.987,0.07541498116530684,0.9763636363636363,0.12273852963136513,0.981,0.08018074424187314
56,0.998125,0.030030465504574496,0.984,0.0844606005633111,0.9709090909090909,0.1383129372675808,0.976,0.0962126925170918,0.998625,0.030062072447012932,0.987,0.07376147812409278,0.9763636363636363,0.1205256947975813,0.981,0.07885279323301123
57,0.99825,0.02868739378896713,0.984,0.08259609500857722,0.9709090909090909,0.13569719706849329,0.976,0.09415466590379765,0.99875,0.02901449176048084,0.987,0.07239755468616174,0.9763636363636363,0.11864530888600797,0.981,0.07750969442785616
58,0.998375,0.027410250067061322,0.984,0.0808385470410271,0.9709090909090909,0.13332238423497952,0.976,0.09215478163317399,0.999,0.028017432397223187,0.987,0.07108958870148886,0.9763636363636363,0.11690723759266325,0.982,0.07617444530165131
59,0.9985,0.026123769853184955,0.984,0.07917880176049157,0.9709090909090909,0.13107232329066748,0.977,0.09027618373231226,0.999,0.02701607121035595,0.987,0.06986569275537359,0.9763636363636363,0.11528094332027182,0.982,0.07484311982576923
60,0.998625,0.024939530251711143,0.985,0.0774767006541084,0.9727272727272728,0.12874494958810878,0.977,0.08869260268929585,0.999125,0.02609075620427882,0.988,0.06858864237538707,0.9781818181818182,0.11355474263664088,0.982,0.07367982320029182
61,0.999,0.023825189407369066,0.985,0.07611380282616248,0.9727272727272728,0.1269030443423449,0.976,0.08730436394887295,0.999125,0.025222818291729194,0.988,0.06757116360011796,0.9781818181818182,0.11220058877111293,0.982,0.07274434462427248
62,0.999125,0.022829527592751142,0.985,0.07476294907343628,0.9727272727272728,0.12512991673353094,0.976,0.08609064688967645,0.999125,0.02444504092074952,0.988,0.0664986502696665,0.9781818181818182,0.11078273439534843,0.982,0.07187239542997619
63,0.999125,0.02179819385352299,0.985,0.073156655676485,0.9727272727272728,0.12283008653929585,0.977,0.0844452883089266,0.99925,0.023631728345637707,0.989,0.0652782043496163,0.98,0.10904728425868511,0.983,0.07070445478653523
64,0.999,0.02090153494828826,0.985,0.0716141469701169,0.9727272727272728,0.12059636576483719,0.977,0.08319852581281495,0.99925,0.022926627930622386,0.989,0.0641552849176157,0.98,0.10745064686009762,0.983,0.06973993192808825
65,0.999125,0.020108585702618476,0.985,0.07051031782033108,0.9727272727272728,0.11908006512904558,0.978,0.08190911576957449,0.99925,0.0223004856983094,0.989,0.06328832274740936,0.98,0.10625887129584957,0.984,0.06886702090190354
66,0.999375,0.019275872711072707,0.985,0.0690111081398098,0.9727272727272728,0.11686341128455922,0.978,0.08086663236732407,0.99925,0.02164543316086683,0.989,0.0621768300821879,0.98,0.10463626859538841,0.983,0.06810729426791416
67,0.99925,0.018486253239450082,0.985,0.06767564684917393,0.9727272727272728,0.11493308898402065,0.978,0.07959960054710283,0.999125,0.021020760429540476,0.989,0.06116822543533781,0.98,0.1031916863149419,0.983,0.06720737794526883
68,0.99925,0.017812375058679105,0.985,0.06628851579575265,0.9727272727272728,0.11280174339419578,0.978,0.07858158440155744,0.99925,0.020489375103353264,0.989,0.06025235504153254,0.98,0.10183382731765861,0.983,0.06647732105240245
69,0.99925,0.017165314875855625,0.985,0.06523266064350111,0.9727272727272728,0.11126091893197208,0.978,0.0776660086584962,0.99925,0.019977716991132426,0.989,0.05944201342715375,0.98,0.10065750451905539,0.983,0.06582646291932441
70,0.99925,0.016540674648283075,0.985,0.06418574123350036,0.9727272727272728,0.10969743636542685,0.978,0.07686427586846194,0.999125,0.01948334862649435,0.989,0.05873548306850895,0.98,0.09963917127651868,0.984,0.0651932648042379
71,0.999375,0.015979077467952938,0.985,0.06308548605317696,0.9727272727272728,0.10798738474326271,0.979,0.07601070570340722,0.999375,0.019036753009497417,0.989,0.05801350287201013,0.98,0.09855470259121402,0.984,0.06459913505152502
72,0.99925,0.015372204034183021,0.985,0.06241764211638815,0.9727272727272728,0.10708383170372694,0.979,0.07515051765901731,0.999375,0.01855319279733747,0.989,0.05747918411131605,0.98,0.09782714048276028,0.984,0.06400018278541168
73,0.99925,0.01489435386950677,0.985,0.06175114843225105,0.9727272727272728,0.10614951281190614,0.979,0.07440344513324323,0.999375,0.018174526414139535,0.989,0.05694358164004165,0.98,0.09707081959157624,0.984,0.06344479133361215
74,0.999375,0.014319703352652374,0.984,0.06071487674365774,0.9709090909090909,0.1045061452799185,0.979,0.07362654017660739,0.9995,0.017716986537850702,0.989,0.05622364208199537,0.98,0.09595142841016202,0.984,0.06289764438514814
75,0.9995,0.013858452468203528,0.985,0.059948616270126334,0.9727272727272728,0.10339806839032295,0.979,0.07282552624973276,0.999625,0.017348949995479982,0.989,0.055633795912424525,0.98,0.09510258651198554,0.984,0.06241441501027163
76,0.9995,0.013425770032249117,0.985,0.05915510492798843,0.9727272727272728,0.1022378639218035,0.979,0.07224190054884613,0.999625,0.017004184977831134,0.989,0.05503843480637441,0.98,0.0942426278798942,0.984,0.061938410013426565
77,0.999625,0.013023235218813194,0.985,0.05840994388318507,0.9727272727272728,0.10108788255891764,0.979,0.07173603453225708,0.999625,0.01668397143133534,0.989,0.05451049196565475,0.98,0.09344366999004272,0.984,0.061527319326845686
78,0.99975,0.012632468636893336,0.985,0.057664730225515555,0.9727272727272728,0.09996432271641768,0.979,0.07119735229319461,0.9995,0.01637261627329437,0.989,0.05393844153604396,0.98,0.09258590964260241,0.984,0.061093461920878105
79,0.999625,0.012186651131075648,0.985,0.057123786812336125,0.9727272727272728,0.09917661101641126,0.979,0.07052732348456786,0.999625,0.016017466038899187,0.989,0.05352907837356969,0.98,0.09199657133279382,0.984,0.060576655154815584
80,0.999625,0.011850216948509542,0.985,0.05639709980584092,0.9727272727272728,0.0980266387860531,0.979,0.06994602664114156,0.9995,0.015748652265953452,0.989,0.05298378635320803,0.98,0.09113952563213842,0.984,0.060144525638296004
81,0.999625,0.011487046247095576,0.986,0.05580291738016309,0.9745454545454545,0.09712497359925337,0.979,0.06933288434801642,0.999625,0.015458293493810157,0.988,0.052586927960261785,0.9781818181818182,0.09055851373331604,0.983,0.05967892471759594
82,0.9995,0.011122353113634189,0.987,0.05498832795835809,0.9763636363636363,0.09587438509739277,0.979,0.0687295120888997,0.9995,0.015165033969207016,0.989,0.05197231985021159,0.98,0.08962324898936364,0.984,0.059201931570141225
83,0.999625,0.010795430456631793,0.986,0.054401618686472177,0.9745454545454545,0.09498818101571402,0.979,0.06813131782691637,0.999625,0.014902895154129072,0.988,0.05153065045433157,0.9781818181818182,0.088962549245228,0.984,0.05876398667056951
84,0.99975,0.010483050386361846,0.987,0.05380451668204631,0.9763636363636363,0.09406392734613761,0.98,0.06764104672492302,0.999625,0.014653160557835667,0.989,0.05110279860932352,0.98,0.08831173190449838,0.983,0.058358707631392115
85,0.999625,0.010171853672840899,0.986,0.0532266988436187,0.9745454545454545,0.09317733560500235,0.98,0.06717717179788653,0.999625,0.014402413925788664,0.989,0.050643504464182705,0.98,0.08760623690945135,0.983,0.05808720730853517
86,0.999625,0.009889613753554044,0.987,0.05277579793066754,0.9763636363636363,0.09248216487722331,0.98,0.06662874176539625,0.999625,0.0141746942317662,0.989,0.05028482347702395,0.98,0.08705276583621535,0.983,0.057725188791748434
87,0.999625,0.009649909726906443,0.986,0.052267394333376765,0.9745454545454545,0.09168836703633865,0.98,0.06624613898377693,0.999625,0.013982104155604486,0.989,0.04986503297767677,0.98,0.0863926177559853,0.984,0.057459146248132406
88,0.999625,0.00935952890414364,0.987,0.05183237355340624,0.9763636363636363,0.09099689127426668,0.98,0.06582866847425305,0.999625,0.013747954234057409,0.989,0.049525104158312835,0.98,0.08585271878848294,0.984,0.05717155692531124
89,0.99975,0.009104852427104087,0.987,0.05137078113267187,0.9763636363636363,0.09026111554650396,0.98,0.06533820449859812,0.99975,0.01354315985139523,0.989,0.049129523599675165,0.98,0.0852154478084783,0.984,0.05683031759016063
90,0.99975,0.008886390057908136,0.987,0.05092444844383392,0.9763636363636363,0.08953270364071253,0.98,0.0650132312901527,0.99975,0.013366713740582124,0.989,0.04877813562335371,0.98,0.08464198810047749,0.984,0.056585218142302385
91,0.99975,0.008620402434920852,0.987,0.05045323469998277,0.9763636363636363,0.08880759748641584,0.98,0.06460684079616565,0.99975,0.013153115564876434,0.989,0.04838185516697381,0.98,0.08402577806227571,0.984,0.056262129801910005
92,0.99975,0.008419405414966604,0.987,0.05002337816777753,0.9763636363636363,0.08810835948886969,0.98,0.06430655855725285,0.99975,0.01299137700336167,0.989,0.04801768615963857,0.98,0.08342872745054948,0.984,0.056050614505605646
93,0.99975,0.00815532388925325,0.987,0.04951359638867455,0.9763636363636363,0.08730295344103137,0.98,0.06394065724870328,0.99975,0.01277953118609156,0.989,0.04759302709371544,0.98,0.08275255032225357,0.984,0.05576291987717254
94,0.99975,0.007927987926355,0.987,0.04898914426089917,0.9763636363636363,0.08644160677584581,0.981,0.06345926743755549,0.99975,0.012595658133495979,0.989,0.04716864411819183,0.98,0.08205372831762953,0.984,0.05534032470202738
95,0.99975,0.0077361725627931146,0.987,0.04861062775921473,0.9763636363636363,0.08582919281204301,0.981,0.06300236566693254,0.99975,0.012440995305891107,0.989,0.04681860493735721,0.98,0.08147697371687271,0.984,0.05502152590713243
96,0.99975,0.007541671413848895,0.987,0.04831655291990405,0.9763636363636363,0.08540331871008161,0.981,0.06265925813614111,0.99975,0.012282932944201219,0.989,0.04654146382099037,0.98,0.08105927278841055,0.984,0.05476630921709014
97,0.99975,0.007368993633928911,0.987,0.04788915486592038,0.9763636363636363,0.08473333722345094,0.981,0.06250391758349759,0.99975,0.0121431640189547,0.989,0.04620796668873521,0.98,0.08053795707286224,0.984,0.05463386185686929
98,0.99975,0.007201801090673929,0.987,0.04751861027436317,0.9763636363636363,0.08412951837926509,0.981,0.06209146907150691,0.99975,0.012007949728267825,0.989,0.04591237211369961,0.98,0.0800558931155693,0.984,0.054356575720719495
99,0.99975,0.007044449152575253,0.987,0.047342316134043896,0.9763636363636363,0.08387493293907448,0.981,0.061714767983084076,0.99975,0.011881048640633822,0.989,0.04573831113860792,0.98,0.07979160457531512,0.984,0.05412984244109818
100,0.99975,0.006875952965986087,0.987,0.04698673741345983,0.9763636363636363,0.08327769766343232,0.981,0.061560102982117657,0.99975,0.01174545707950359,0.989,0.04543782416968753,0.98,0.07928408681893316,0.984,0.05399290622043153
101,0.99975,0.006697781074327388,0.987,0.04677856577267201,0.9763636363636363,0.08296624707071482,0.981,0.06118981348383756,0.99975,0.011599528285674718,0.989,0.0452094802067016,0.98,0.07892222297888239,0.984,0.0537752214964275
102,0.99975,0.00657035359042848,0.986,0.04675969477538147,0.9745454545454545,0.08297574335420271,0.981,0.060806111263990326,0.99975,0.01149579064883646,0.989,0.04513973212518389,0.98,0.07882995630081496,0.985,0.05356608353096627
103,0.99975,0.006416108548682688,0.987,0.046504201801393065,0.9763636363636363,0.0825505566424942,0.981,0.060621346693518895,0.99975,0.011370949085047224,0.989,0.04494268678787967,0.98,0.07850262102416802,0.985,0.05337016057250707
104,0.99975,0.006289546913511481,0.986,0.04622707030228363,0.9745454545454545,0.08213463576199138,0.981,0.06019084325161181,0.99975,0.011267890849800408,0.988,0.044727196385925545,0.9781818181818182,0.07818112187179034,0.985,0.05309793314112912
105,0.99975,0.006148692226715976,0.986,0.04616974872684157,0.9745454545454545,0.08207152420693886,0.981,0.060251111502319724,0.99975,0.011153773183676462,0.988,0.044627669496425965,0.9781818181818182,0.07803262639138904,0.985,0.05304097152217954
106,0.99975,0.006008804117411376,0.986,0.04589274204248849,0.9745454545454545,0.08164615818443642,0.981,0.059989858092480856,0.99975,0.011040504842404429,0.988,0.0443644069341154,0.9781818181818182,0.07761627631114926,0.984,0.05287269799292631
107,0.99975,0.005887737311783652,0.986,0.04557233168597758,0.9745454545454545,0.0811038923537043,0.981,0.05996229153934244,0.99975,0.010941819072170544,0.988,0.04407258310623805,0.9781818181818182,0.07711772925468535,0.985,0.0527712662204917
108,0.99975,0.005787904704284108,0.987,0.04540107694475765,0.9763636363636363,0.0808209619244429,0.981,0.05955639449858584,0.99975,0.010860764107518002,0.989,0.043933221879342725,0.98,0.07688673775529635,0.984,0.05258625133498591
109,0.99975,0.005679293081361927,0.987,0.04537484021016315,0.9763636363636363,0.08080318225403083,0.981,0.05956057121345148,0.99975,0.010772571501147635,0.989,0.04386383513305028,0.98,0.07678406996893157,0.984,0.05252282114752653
110,0.99975,0.005576848250016944,0.986,0.04512945358484422,0.9745454545454545,0.08039666089680206,0.981,0.05975597630146714,0.99975,0.01068913416982111,0.989,0.04369125446897568,0.98,0.07650169394142088,0.984,0.05256642498843572
111,0.99975,0.005470857098217182,0.986,0.04507268765794645,0.9745454545454545,0.08030179223937445,0.981,0.059692404159050735,0.99975,0.010602387140698132,0.989,0.04360865152127016,0.98,0.076357858005945,0.984,0.05245640991382508
112,0.99975,0.0053480876770732886,0.986,0.044902474025652284,0.9745454545454545,0.08004702134246175,0.981,0.05937000456271821,0.99975,0.01050208093214672,0.989,0.043423816790681725,0.98,0.07606549579433823,0.983,0.052215355239543765
113,0.999875,0.00521875732684081,0.986,0.04466231341809454,0.9745454545454545,0.07964326092303921,0.981,0.05930395289908938,0.99975,0.010397525494181424,0.989,0.04321141138935896,0.98,0.0757053117024627,0.983,0.05215445875642469
114,0.999875,0.0051053822450001585,0.986,0.04462814492413548,0.9745454545454545,0.07963401813396209,0.981,0.05916190226388543,0.999875,0.010305583155460662,0.989,0.043137247026198776,0.98,0.07561290340325741,0.983,0.05200532077261405
115,0.999875,0.004987693981990834,0.986,0.04438497843851656,0.9745454545454545,0.07921637082826045,0.981,0.05883361178300777,0.999875,0.010209016159569671,0.989,0.042895433990577096,0.98,0.07519260426762789,0.983,0.0517627492836397
116,0.999875,0.004912710769293091,0.986,0.04414305981852725,0.9745454545454545,0.0787770673197339,0.981,0.059012997993360905,0.99975,0.010148120837931957,0.989,0.042724697167864104,0.98,0.07488226829194482,0.983,0.05179157761611908
117,0.999875,0.0048333451930506815,0.986,0.044007772956920384,0.9745454545454545,0.07854518136431918,0.981,0.058898233275047895,0.999875,0.010083274610435138,0.988,0.04258994110386718,0.9781818181818182,0.07464835238991598,0.983,0.051718474707562044
