search_source,search_skipped,skip_reason,candidate_count,coarse_candidate_count,fine_candidate_count,coarse_step,fine_step,fine_radius,default_weights,best_weights,baseline_log_loss,tuned_log_loss,absolute_improvement_log_loss,baseline_top1,tuned_top1,absolute_improvement_top1,baseline_ece,tuned_ece,absolute_improvement_ece
train_oof,False,,407,231,176,0.05,0.01,0.1,"{""gradientBoosting"":0.2,""logistic"":0.35,""randomForest"":0.45}","{""gradientBoosting"":0.79,""logistic"":0.01,""randomForest"":0.2}",0.07130150905075293,0.04719817160313072,0.024103337447622206,0.992875,0.984875,-0.008000000000000007,0.05072629424062777,0.009254135242440842,0.04147215899818693
