stage,rank,logistic_weight,random_forest_weight,gradient_boosting_weight,log_loss,top1,ece,selected,search_skipped,skip_reason
coarse,68,0.05,0.7000000000000001,0.25,0.05894466237497187,0.989375,0.031370408064255985,False,False,
coarse,69,0.15000000000000002,0.5,0.35000000000000003,0.0589859816355076,0.99025,0.03432486282867533,False,False,
coarse,70,0.25,0.25,0.5,0.05907579977257527,0.98975,0.03416415250284353,False,False,
coarse,71,0.30000000000000004,0.1,0.6000000000000001,0.05934600964889052,0.988125,0.03239609291672485,False,False,
coarse,72,0.2,0.4,0.4,0.0594598142573903,0.99025,0.03526416386221536,False,False,
coarse,73,0.0,0.8,0.2,0.059626701998455815,0.989125,0.02995358616499013,False,False,
coarse,74,0.25,0.30000000000000004,0.45,0.06019041105295645,0.990125,0.03599869657934693,False,False,
coarse,75,0.30000000000000004,0.15000000000000002,0.55,0.060192102247800444,0.989125,0.03440290102436415,False,False,
coarse,76,0.0,0.0,1.0,0.06031990271589085,0.983625,0.0016292994275574888,False,False,
coarse,77,0.1,0.65,0.25,0.06039657476052912,0.989625,0.03408032433745077,False,False,
coarse,78,0.15000000000000002,0.55,0.30000000000000004,0.06045492197215573,0.990375,0.03594072624518822,False,False,
coarse,79,0.05,0.75,0.2,0.06069280989843143,0.9895,0.03283232875984335,False,False,
coarse,80,0.2,0.45,0.35000000000000003,0.06080373135176208,0.99025,0.0372097175208431,False,False,
coarse,81,0.35000000000000003,0.0,0.65,0.06102675334098559,0.98775,0.03236717090557291,False,False,
coarse,82,0.30000000000000004,0.2,0.5,0.061170068932053234,0.98975,0.036459031682520564,False,False,
coarse,83,0.25,0.35000000000000003,0.4,0.061411529992696556,0.990625,0.0381297652669776,False,False,
coarse,84,0.0,0.8500000000000001,0.15000000000000002,0.06153717965404501,0.98875,0.030831835984188344,False,False,
coarse,85,0.35000000000000003,0.05,0.6000000000000001,0.06160702264826049,0.9885,0.03439586899185445,False,False,
coarse,86,0.15000000000000002,0.6000000000000001,0.25,0.06202766711593049,0.99,0.03741923047654403,False,False,
coarse,87,0.1,0.7000000000000001,0.2,0.06210918810984711,0.99025,0.036056914278652,False,False,
coarse,88,0.2,0.5,0.30000000000000004,0.06224841458521087,0.9905,0.03871739604544802,False,False,
coarse,89,0.30000000000000004,0.25,0.45,0.062264153526171415,0.99025,0.038677149450523196,False,False,
coarse,90,0.35000000000000003,0.1,0.55,0.06241292263855435,0.98975,0.03724554886596107,False,False,
coarse,91,0.05,0.8,0.15000000000000002,0.06256478666235864,0.989,0.033601465233647376,False,False,
